timestamp,x,y,id
1753539110.067650795,2.423802614,-0.271706343,4
1753539110.067650795,1.571605086,-0.174938202,4
1753539110.067650795,2.221116304,0.148768201,4
1753539110.067650795,2.938707113,0.352121174,4
1753539110.067650795,0.740049124,-0.328546554,4
1753539110.067650795,1.955740213,-0.755461693,4
1753539110.067650795,3.983636141,-0.068820879,4
1753539110.067650795,2.559344530,-0.041977227,4
1753539110.067650795,3.401993275,0.013492596,4
1753539110.067650795,2.957791090,-0.177029043,4
1753539110.067650795,4.881293774,-0.316338927,4
1753539110.067650795,5.796455383,-0.680015385,4
1753539110.067650795,5.743847370,0.371072054,4
1753539110.067650795,6.323927402,0.712233543,4
1753539110.067650795,6.438453197,-0.786034584,4
1753539110.067650795,5.088774204,-0.745181739,4
1753539110.067650795,6.807605267,0.836888313,4
1753539110.067650795,6.044757366,-0.790101111,4
1753539110.067650795,5.359751701,-0.841291785,4
1753539110.067650795,7.498210907,-0.804151058,4
1753539110.067650795,7.911596775,0.367958307,4
1753539110.067650795,7.262984753,0.907315552,4
1753539110.067650795,7.038604736,-0.759409010,4
1753539110.067650795,7.747639179,-0.292375922,4
1753539110.067650795,7.580841541,0.360864103,4
1753539110.067650795,4.361341953,-0.536674380,4
1753539110.067650795,0.570370197,0.568092465,4
1753539110.067650795,0.576376736,-1.085188389,4
1753539110.067650795,-0.003012854,-0.401323676,4
1753539110.067650795,1.332314372,-0.919451833,4
1753539110.067650795,-0.622547269,-1.391628265,4
1753539110.067650795,-0.006458389,-1.188392997,4
1753539110.067650795,-1.491995573,-1.450778723,4
1753539110.067650795,-2.536124468,-0.603807628,4
1753539110.067650795,-2.319230080,-1.392952085,4
1753539110.067650795,-3.816135406,-0.354807317,4
1753539110.067650795,1.094015956,0.396638423,0
1753539110.067650795,1.775909543,0.650946021,0
1753539110.067650795,2.973396301,1.260103226,0
1753539110.067650795,3.662879944,-0.776233435,0
1753539110.067650795,2.860544205,-0.993614018,0
1753539110.067650795,2.360936165,-0.085651487,0
1753539110.067650795,5.332574844,0.711656153,0
1753539110.067650795,5.273473263,-1.390294671,0
1753539110.067650795,3.417623281,1.419740796,0
1753539110.067650795,4.152736187,1.674949527,0
1753539110.067650795,2.407468557,1.070350528,0
1753539110.067650795,4.394092083,-1.227090478,0
1753539110.067650795,3.953386307,0.728984177,0
1753539110.067650795,5.992283344,0.783653080,0
1753539110.067650795,4.610793114,0.493389338,0
