_timestamp,version,iTOW,lon,lat,height,hMSL,lonHp,latHp,heightHp,hMSLHp,hAcc,vAcc
1712562467924114,0,114485800,11.313754,46.434096,286.707900,240.659400,0.000000,-0.000000,-0.000100,0.000400,0.018500,0.025400
1712562468023655,0,114485900,11.313748,46.434080,286.701300,240.652800,-0.000000,0.000000,0.000300,-0.000200,0.018100,0.024800
1712562468136387,0,114486000,11.313743,46.434062,286.699400,240.651000,-0.000000,-0.000000,0.000400,0.000000,0.017600,0.023800
1712562468231441,0,114486100,11.313737,46.434045,286.707100,240.658700,-0.000000,-0.000000,0.000100,-0.000300,0.017900,0.024300
1712562468324167,0,114486200,11.313732,46.434028,286.700600,240.652200,-0.000000,-0.000000,-0.000400,0.000200,0.018100,0.024800
1712562468422115,0,114486300,11.313726,46.434012,286.701000,240.652600,-0.000000,-0.000000,0.000000,-0.000400,0.017000,0.023400
1712562468517391,0,114486400,11.313721,46.433996,286.694400,240.645900,0.000000,0.000000,0.000400,-0.000100,0.016800,0.023000
1712562468622170,0,114486500,11.313715,46.433981,286.699400,240.650900,0.000000,-0.000000,0.000400,-0.000100,0.016400,0.022500
1712562468722306,0,114486600,11.313709,46.433966,286.694000,240.645500,0.000000,0.000000,0.000000,-0.000500,0.017200,0.023600
1712562468823836,0,114486700,11.313702,46.433952,286.702900,240.654400,-0.000000,-0.000000,-0.000100,0.000400,0.022100,0.030400
1712562468923510,0,114486800,11.313694,46.433938,286.699800,240.651400,-0.000000,-0.000000,-0.000200,0.000400,0.023500,0.032500
1712562469067561,0,114486900,11.313685,46.433925,286.731600,240.683200,-0.000000,0.000000,-0.000400,0.000200,0.020500,0.028300
1712562469244280,0,114487100,11.313664,46.433901,286.714700,240.666200,-0.000000,0.000000,-0.000300,0.000200,0.017200,0.023600
1712562469322784,0,114487200,11.313652,46.433891,286.713400,240.665000,0.000000,0.000000,0.000400,0.000000,0.015800,0.021400
1712562469419428,0,114487300,11.313639,46.433881,286.710300,240.661900,-0.000000,0.000000,0.000300,-0.000100,0.015200,0.020200
1712562469524685,0,114487400,11.313625,46.433872,286.703300,240.654800,-0.000000,0.000000,0.000300,-0.000200,0.015500,0.020800
1712562469622559,0,114487500,11.313610,46.433865,286.652200,240.603700,0.000000,0.000000,0.000200,-0.000300,0.016300,0.023500
1712562469722578,0,114487600,11.313595,46.433858,286.615100,240.566600,-0.000000,0.000000,0.000100,-0.000400,0.016500,0.024500
1712562469821215,0,114487700,11.313581,46.433853,286.622100,240.573600,-0.000000,0.000000,0.000100,-0.000400,0.016500,0.024600
1712562469923050,0,114487800,11.313567,46.433848,286.664100,240.615600,-0.000000,-0.000000,0.000100,-0.000400,0.015400,0.021900
1712562470024857,0,114487900,11.313554,46.433844,286.613700,240.565100,-0.000000,-0.000000,-0.000300,0.000100,0.014900,0.019600
1712562470132173,0,114488000,11.313542,46.433840,286.712700,240.664200,-0.000000,-0.000000,-0.000300,0.000200,0.018700,0.027100
1712562470223413,0,114488100,11.313530,46.433837,286.713600,240.665000,-0.000000,-0.000000,-0.000400,0.000000,0.022700,0.034200
1712562470322504,0,114488200,11.313520,46.433832,286.712500,240.663900,-0.000000,-0.000000,0.000500,-0.000100,0.020700,0.030700
1712562470422809,0,114488300,11.313510,46.433827,286.717900,240.669300,0.000000,-0.000000,-0.000100,0.000300,0.021000,0.031300
1712562470522571,0,114488400,11.313501,46.433822,286.722200,240.673600,0.000000,-0.000000,0.000200,-0.000400,0.022800,0.034600
1712562470631925,0,114488500,11.313494,46.433816,286.715100,240.666500,-0.000000,-0.000000,0.000100,0.000500,0.024800,0.037600
1712562470726629,0,114488600,11.313488,46.433811,286.692100,240.643500,-0.000000,0.000000,0.000100,0.000500,0.023000,0.035400
1712562470823844,0,114488700,11.313483,46.433805,286.668500,240.619900,0.000000,-0.000000,0.000500,-0.000100,0.025000,0.043300
1712562470921445,0,114488800,11.313480,46.433799,286.685600,240.637000,-0.000000,0.000000,-0.000400,0.000000,0.023400,0.040100
1712562471027647,0,114488900,11.313477,46.433792,286.756300,240.707700,-0.000000,-0.000000,0.000300,-0.000300,0.024300,0.041600
1712562471126857,0,114489000,11.313476,46.433786,286.642400,240.593800,0.000000,-0.000000,0.000400,-0.000200,0.019200,0.028700
1712562471236655,0,114489100,11.313477,46.433780,286.634800,240.586200,0.000000,0.000000,-0.000200,0.000200,0.017700,0.025800
1712562471321026,0,114489200,11.313478,46.433774,286.650100,240.601500,-0.000000,-0.000000,0.000100,0.000500,0.018500,0.027600
1712562471422903,0,114489300,11.313479,46.433768,286.671900,240.623300,0.000000,0.000000,-0.000100,0.000300,0.020000,0.030400
1712562471524041,0,114489400,11.313482,46.433762,286.603200,240.554600,0.000000,0.000000,0.000200,-0.000400,0.022800,0.035200
1712562471621590,0,114489500,11.313487,46.433757,286.676100,240.627500,0.000000,-0.000000,0.000100,0.000500,0.020100,0.031800
1712562471723179,0,114489600,11.313492,46.433752,286.583400,240.534800,-0.000000,0.000000,0.000400,-0.000200,0.018800,0.029900
1712562471821683,0,114489700,11.313499,46.433747,286.609200,240.560600,0.000000,0.000000,0.000200,-0.000400,0.017700,0.027700
1712562471924380,0,114489800,11.313506,46.433742,286.611700,240.563100,-0.000000,0.000000,-0.000300,0.000100,0.017000,0.025700
1712562472020829,0,114489900,11.313514,46.433737,286.624900,240.576300,0.000000,0.000000,-0.000100,0.000300,0.016300,0.024100
1712562472123617,0,114490000,11.313521,46.433731,286.664000,240.615500,-0.000000,-0.000000,0.000000,0.000500,0.015300,0.020300
1712562472226725,0,114490100,11.313529,46.433725,286.681600,240.633000,0.000000,0.000000,-0.000400,0.000000,0.016300,0.022600
1712562472325129,0,114490200,11.313536,46.433719,286.697500,240.648900,-0.000000,-0.000000,0.000500,-0.000100,0.017000,0.024000
1712562472430829,0,114490300,11.313541,46.433712,286.697800,240.649200,-0.000000,0.000000,-0.000200,0.000200,0.018000,0.026000
1712562472525570,0,114490400,11.313546,46.433705,286.716500,240.667900,0.000000,0.000000,0.000500,-0.000100,0.021400,0.032400
1712562472629627,0,114490500,11.313549,46.433697,286.747900,240.699400,0.000000,-0.000000,-0.000100,0.000400,0.021900,0.033400
1712562472729519,0,114490600,11.313551,46.433689,286.766300,240.717800,0.000000,-0.000000,0.000300,-0.000200,0.020900,0.031800
1712562472829660,0,114490700,11.313552,46.433681,286.773800,240.725300,0.000000,-0.000000,-0.000200,0.000300,0.019700,0.029400
1712562472922555,0,114490800,11.313553,46.433673,286.799000,240.750500,0.000000,0.000000,0.000000,-0.000500,0.020900,0.031800
1712562473020779,0,114490900,11.313552,46.433665,286.751900,240.703300,-0.000000,0.000000,-0.000100,0.000300,0.021800,0.033000
1712562473129493,0,114491000,11.313550,46.433657,286.771400,240.722900,0.000000,0.000000,0.000400,-0.000100,0.019000,0.028800
